user_id,session_id,device_type,click_events,scroll_events,touch_events,keyboard_events,device_motion,time_on_page,screen_size,browser_info,language,timezone_offset,device_orientation,geolocation_city,transaction_amount,transaction_date,mouse_movement,label,obvious_anomaly_flag,true_label,predicted_label,anomaly_score,risk_level,risk_reason
289,779,0,8,2,7,6,0.8,101,4,0,0,480,2,0,2053.44,2025-01-15 03:00:00,0,0,0,0,0,0.4979263817604647,Medium,Some features are moderately unusual
59,890,1,6,12,0,21,0.0,48,2,0,2,-330,2,1,2449.87,2024-12-17 14:00:00,129,0,0,0,0,0.4979034169781687,Medium,No touch events on Mobile
36,1001,0,2,6,7,8,1.49,118,4,0,0,330,0,5,333.71,2025-06-24 23:00:00,0,0,0,0,0,0.5047174693674458,Medium,Some features are moderately unusual
56,1113,1,7,8,0,12,0.0,66,0,1,1,-330,0,2,1066.67,2024-01-16 17:00:00,154,0,0,0,0,0.4630438001088537,Medium,No touch events on Mobile
233,1224,0,3,11,10,6,2.01,10,4,0,1,0,1,2,3237.49,2024-10-05 02:00:00,0,0,1,0,1,0.4920132044820084,Medium,Unusual time on page
176,1335,0,9,7,5,2,1.94,19,3,0,1,480,1,2,4133.44,2024-12-24 22:00:00,0,0,0,0,0,0.48685166796184476,Medium,Some features are moderately unusual
272,1446,0,4,6,7,7,1.24,164,0,3,1,480,2,2,88.09,2025-01-31 17:00:00,0,0,0,0,0,0.4777166950732389,Medium,Some features are moderately unusual
436,1557,0,1,5,7,4,0.83,116,3,0,0,480,1,1,260.6,2024-11-04 07:00:00,0,0,0,0,0,0.47917226405913527,Medium,Some features are moderately unusual
350,1668,0,46,0,27,5,3.63,202,4,2,1,60,0,2,163.45,2025-04-18 13:00:00,1944,1,1,1,1,0.5932704026310373,Medium,Very high click events
216,1779,1,10,11,0,15,0.0,11,1,2,2,330,1,4,278.53,2024-02-07 13:00:00,26,0,0,0,0,0.4447046331066974,Medium,No touch events on Mobile
318,1890,0,1,9,7,9,1.13,416,2,3,2,-330,2,3,256.8,2024-10-17 08:00:00,0,0,0,0,0,0.514803236354428,Medium,Some features are moderately unusual
103,2001,1,5,10,0,21,0.0,21,0,2,2,0,0,2,965.32,2024-11-30 23:00:00,48,0,0,0,0,0.4734893715975274,Medium,No touch events on Mobile
383,2112,1,5,11,0,22,0.0,10,3,3,0,60,0,4,611.04,2024-02-11 14:00:00,27,0,1,0,1,0.510204313826299,Medium,Unusual time on page
197,2224,1,9,8,0,15,0.0,536,1,2,2,330,1,0,125.94,2024-05-05 00:00:00,1330,0,0,0,0,0.5328904632463616,Medium,No touch events on Mobile
69,2335,1,5,10,0,11,0.0,29,1,1,1,480,1,4,584.0,2025-06-16 18:00:00,79,0,0,0,0,0.44885127758825205,Medium,No touch events on Mobile
400,2446,0,5,7,8,7,0.66,99,0,1,2,-330,2,0,3463.85,2024-05-28 00:00:00,0,0,0,0,0,0.4989531879455848,Medium,Some features are moderately unusual
239,2557,1,10,12,0,14,0.0,17,0,0,0,480,2,0,931.53,2024-02-04 12:00:00,49,0,0,0,0,0.479819351033512,Medium,No touch events on Mobile
124,2668,0,34,8,10,4,3.76,78,1,0,1,60,0,5,17604.789812813768,2024-09-24 03:00:00,1408,1,1,1,1,0.5724983229650221,Medium,Large transaction at odd hour
171,2779,1,9,17,0,12,0.0,210,2,2,2,330,1,5,412.04,2024-08-01 05:00:00,562,0,0,0,0,0.49022129683331034,Medium,No touch events on Mobile
152,2890,1,9,11,0,17,0.0,34,2,0,1,-330,1,2,940.73,2025-05-10 01:00:00,79,0,0,0,0,0.4534154867155808,Medium,No touch events on Mobile
273,3001,0,3,5,4,3,0.59,99,3,3,0,330,1,3,3225.7,2024-05-21 11:00:00,0,0,0,0,0,0.45392372749857846,Medium,Some features are moderately unusual
423,3112,1,8,3,0,22,0.0,18,2,3,0,0,0,3,3402.24,2024-03-09 20:00:00,63,0,0,0,0,0.48968743259831293,Medium,No touch events on Mobile
417,3223,1,12,10,0,22,0.0,88,1,0,0,480,2,5,243.56,2025-04-01 20:00:00,205,0,0,0,0,0.5038755062202614,Medium,No touch events on Mobile
454,3335,0,8,9,5,7,1.91,36,1,2,0,0,0,5,613.97,2025-05-26 07:00:00,0,0,0,0,0,0.47344661459000603,Medium,Some features are moderately unusual
78,3446,1,8,14,0,20,0.0,21,4,0,1,330,2,3,624.13,2024-05-03 05:00:00,52,0,0,0,0,0.4905650272758352,Medium,No touch events on Mobile
418,3557,0,1,7,7,4,1.9,33,1,3,2,60,1,1,516.73,2024-04-16 11:00:00,0,0,0,0,0,0.4779353535391296,Medium,Some features are moderately unusual
98,3668,1,10,9,0,12,0.0,17,2,2,1,-330,0,0,802.14,2024-09-11 06:00:00,52,0,0,0,0,0.465452674388288,Medium,No touch events on Mobile
405,3779,1,10,12,0,13,0.0,208,3,0,0,-330,1,4,941.69,2025-01-21 00:00:00,503,0,0,0,0,0.49767661623452997,Medium,No touch events on Mobile
191,3890,0,4,7,8,4,1.32,45,4,3,2,60,2,2,1129.37,2024-03-11 19:00:00,0,0,0,0,0,0.4710836386061135,Medium,Some features are moderately unusual
100,4001,1,6,19,0,15,0.0,25,2,2,1,330,2,0,65.05,2025-02-28 17:00:00,51,0,0,0,0,0.4903989224814818,Medium,No touch events on Mobile
385,4112,1,7,10,0,23,0.0,53,3,3,2,330,0,3,398.83,2025-03-12 01:00:00,130,0,0,0,0,0.5021806869845022,Medium,No touch events on Mobile
84,4223,1,3,11,0,16,0.0,34,2,1,2,-330,1,1,1556.42,2024-04-24 01:00:00,87,0,0,0,0,0.47475324845614547,Medium,No touch events on Mobile
385,4334,1,6,8,0,17,0.0,122,4,3,1,330,1,0,1636.41,2024-12-19 15:00:00,269,0,0,0,0,0.4917033233046192,Medium,No touch events on Mobile
446,4446,0,5,3,7,3,1.83,319,1,1,0,-330,2,3,1402.83,2024-08-08 08:00:00,0,0,0,0,0,0.5170387560135138,Medium,Some features are moderately unusual
294,4457,1,15,9,0,16,0.0,51,4,2,0,-330,2,5,345.55,2024-02-02 09:00:00,107,0,0,0,0,0.4855588649743652,Medium,No touch events on Mobile
450,4468,0,4,10,5,8,1.83,177,1,2,2,0,0,1,810.76,2024-05-12 02:00:00,0,0,0,0,0,0.4919858145131607,Medium,Some features are moderately unusual
161,4479,0,5,5,8,6,0.92,75,4,1,0,-330,0,1,1116.87,2025-01-02 10:00:00,0,0,0,0,0,0.4890348421829631,Medium,Some features are moderately unusual
245,4490,1,7,8,0,13,0.0,15,0,1,1,-330,0,4,285.18,2024-12-15 04:00:00,45,0,0,0,0,0.4789107684824234,Medium,No touch events on Mobile
36,4501,0,8,4,7,4,0.9,105,2,0,1,60,0,2,4635.72,2024-05-05 04:00:00,0,0,0,0,0,0.49900284364657915,Medium,Some features are moderately unusual
428,4512,1,3,12,0,16,0.0,64,2,2,0,480,2,5,1177.18,2025-06-28 18:00:00,189,0,0,0,0,0.49154061637040314,Medium,No touch events on Mobile
231,4523,0,10,3,7,9,1.19,94,0,1,0,0,0,1,100.65,2024-11-06 04:00:00,0,0,0,0,0,0.5022238353785398,Medium,Some features are moderately unusual
40,4534,1,6,8,0,12,0.0,600,1,1,0,330,1,4,18364.08411816827,2024-12-03 16:00:00,508,1,1,1,1,0.5692001539993394,Medium,Unusual time on page
113,4545,0,4,5,6,7,1.46,52,2,2,2,330,2,2,9533.3,2024-07-15 13:00:00,0,0,0,0,0,0.485024810073894,Medium,Some features are moderately unusual
255,4557,1,6,8,0,15,0.0,208,0,0,2,330,0,3,239.76,2025-03-11 18:00:00,520,0,0,0,0,0.5144305816625038,Medium,No touch events on Mobile
75,4568,1,11,13,0,14,0.0,125,2,2,1,0,0,0,45.58,2024-03-11 22:00:00,297,0,0,0,0,0.4945159257819049,Medium,No touch events on Mobile
194,4579,0,7,3,11,7,1.0,60,3,0,1,0,2,3,1190.04,2025-01-07 06:00:00,0,0,0,0,0,0.4861078026447775,Medium,Some features are moderately unusual
320,4590,0,9,2,4,6,1.47,83,1,2,2,480,2,0,88.96,2024-12-03 03:00:00,0,0,0,0,0,0.5116536450379063,Medium,Some features are moderately unusual
487,4601,1,7,9,0,22,0.0,35,3,2,1,60,1,3,133.58,2024-08-26 06:00:00,92,0,0,0,0,0.48115516279110526,Medium,No touch events on Mobile
241,4612,1,13,18,0,15,0.0,369,1,3,2,480,0,5,1151.85,2024-08-15 00:00:00,913,0,0,0,0,0.5706723391520278,Medium,No touch events on Mobile
35,4623,0,7,4,4,2,0.95,99,0,2,2,60,2,1,4718.76,2024-05-06 23:00:00,0,0,0,0,0,0.5096289180674859,Medium,Some features are moderately unusual
159,4634,0,6,7,8,5,0.63,10,1,0,2,60,0,1,124.08,2025-03-09 07:00:00,0,0,1,0,1,0.4898203232039592,Medium,Unusual time on page
184,4645,0,3,3,8,3,0.9,35,1,1,2,480,2,2,1213.95,2025-05-17 20:00:00,0,0,0,0,0,0.48494578745535166,Medium,Some features are moderately unusual
274,4656,0,2,10,11,4,1.09,87,0,0,1,60,0,3,1066.02,2024-03-07 12:00:00,0,0,0,0,0,0.5033491277485002,Medium,Some features are moderately unusual
448,4668,0,5,4,16,5,1.29,10,1,1,1,60,2,5,1433.33,2024-03-10 09:00:00,0,0,1,0,1,0.5206697318223101,Medium,Unusual time on page
318,4679,0,3,5,6,5,0.53,10,2,1,0,60,1,4,3174.9,2025-04-24 07:00:00,0,0,1,0,1,0.4923842984551404,Medium,Unusual time on page
267,4690,1,44,10,0,10,0.0,53,4,0,2,330,1,3,960.53,2025-06-14 00:00:00,1539,1,1,1,1,0.5482662889110188,Medium,Very high click events
491,4701,1,8,7,0,18,0.0,36,0,0,2,0,0,5,1262.98,2025-01-14 11:00:00,89,0,0,0,0,0.5225674128260629,Medium,No touch events on Mobile
297,4712,0,5,7,5,7,1.88,51,4,3,0,60,1,3,1288.89,2024-02-25 15:00:00,0,0,0,0,0,0.4752980588716817,Medium,Some features are moderately unusual
383,4723,0,2,12,6,5,1.18,27,0,0,0,60,2,0,226.66,2025-06-30 12:00:00,0,0,0,0,0,0.5165177416070612,Medium,Some features are moderately unusual
395,4734,1,5,7,0,17,0.0,16,0,0,0,-330,1,5,433.12,2024-07-03 23:00:00,49,0,0,0,0,0.5028024524768604,Medium,No touch events on Mobile
365,4745,1,42,15,0,20,0.0,105,3,3,0,0,0,1,369.37,2024-09-20 14:00:00,1662,1,1,1,1,0.5830483628087887,Medium,Very high click events
183,4756,0,6,7,7,8,0.97,65,3,2,2,0,1,4,589.08,2024-05-19 21:00:00,0,0,0,0,0,0.45663138542497655,Medium,Some features are moderately unusual
369,4767,0,4,5,6,3,1.3,20,1,2,1,480,2,2,394.75,2024-12-31 13:00:00,0,0,0,0,0,0.469674933890538,Medium,Some features are moderately unusual
268,4779,1,8,17,0,10,0.0,34,4,3,1,60,0,1,626.92,2024-06-17 02:00:00,81,0,0,0,0,0.5075762774276408,Medium,No touch events on Mobile
119,4790,1,8,7,0,12,0.0,80,0,3,1,0,0,1,1647.12,2024-02-16 12:00:00,208,0,0,0,0,0.4999037609825137,Medium,No touch events on Mobile
479,4801,1,10,8,0,11,0.0,10,1,0,0,-330,2,0,529.63,2025-06-21 15:00:00,27,0,1,0,1,0.5258524857682547,Medium,Unusual time on page
356,4812,1,5,6,0,20,0.0,14,2,3,2,0,0,4,1006.29,2024-07-01 18:00:00,41,0,0,0,0,0.5055418195357225,Medium,No touch events on Mobile
434,4823,1,10,8,0,17,0.0,10,0,1,1,60,2,0,3515.22,2024-09-29 00:00:00,24,0,1,0,1,0.5089285331750784,Medium,Unusual time on page
289,4834,1,3,13,0,15,0.0,150,2,3,2,480,0,3,3668.8,2024-11-12 09:00:00,381,0,0,0,0,0.5221727307483484,Medium,No touch events on Mobile
320,4845,0,2,2,4,8,1.37,125,1,3,2,480,2,4,3351.34,2025-06-13 04:00:00,0,0,0,0,0,0.5168439241904933,Medium,Some features are moderately unusual
1,4856,1,8,12,0,22,0.0,125,3,2,1,330,1,5,807.44,2024-02-22 23:00:00,322,0,0,0,0,0.51185679585791,Medium,No touch events on Mobile
322,4867,0,6,9,9,3,1.24,113,1,3,2,480,1,5,1816.67,2024-04-30 05:00:00,0,0,0,0,0,0.48611430253772403,Medium,Some features are moderately unusual
449,4878,0,7,5,3,3,1.61,99,2,0,0,-330,0,1,528.34,2025-02-09 00:00:00,0,0,0,0,0,0.5222533171725304,Medium,Some features are moderately unusual
8,4890,1,8,17,0,22,0.0,58,0,0,2,480,2,1,2021.92,2025-03-15 19:00:00,147,0,0,0,0,0.5400209902706595,Medium,No touch events on Mobile
178,4901,0,4,8,8,6,1.01,92,4,2,0,330,0,4,4723.92,2025-02-18 12:00:00,0,0,0,0,0,0.4887929623738906,Medium,Some features are moderately unusual
234,4912,1,8,14,0,10,0.0,10,1,0,2,0,0,4,2864.01,2024-05-06 05:00:00,20,0,1,0,1,0.504244513519908,Medium,Unusual time on page
419,4923,0,6,5,12,2,0.01,87,0,0,1,330,1,2,359.95,2024-04-07 11:00:00,0,0,0,0,0,0.5075875487624195,Medium,Some features are moderately unusual
102,4934,1,12,9,0,12,0.0,135,3,0,0,0,2,0,1087.19,2024-08-06 07:00:00,342,0,0,0,0,0.5054001114136885,Medium,No touch events on Mobile
337,4945,0,11,9,8,9,0.65,62,3,0,2,330,0,5,2873.55,2025-01-22 23:00:00,0,0,0,0,0,0.5039681455412552,Medium,Some features are moderately unusual
132,4956,0,8,9,9,2,1.7,39,3,3,2,-330,1,4,2503.45,2024-04-17 23:00:00,0,0,0,0,0,0.48964934389480036,Medium,Some features are moderately unusual
368,4967,1,5,10,0,24,0.0,29,0,2,1,480,2,3,620.45,2024-03-21 00:00:00,69,0,0,0,0,0.5158617998151187,Medium,No touch events on Mobile
70,4978,1,7,9,0,15,0.0,92,1,1,1,-330,0,5,3973.1,2024-03-12 11:00:00,206,0,0,0,0,0.5077158137162783,Medium,No touch events on Mobile
115,4989,0,5,4,7,8,1.07,106,0,0,0,-330,0,3,2735.47,2024-06-03 19:00:00,0,0,0,0,0,0.5163695118961739,Medium,Some features are moderately unusual
385,3,0,3,8,7,6,1.69,184,0,1,2,480,1,1,79.49,2024-11-08 10:00:00,0,0,0,0,0,0.49240529635499763,Medium,Some features are moderately unusual
427,14,1,6,17,0,15,0.0,37,4,1,2,-330,1,0,7373.38,2024-01-31 02:00:00,100,0,0,0,0,0.5278784201626816,Medium,No touch events on Mobile
189,25,0,2,10,9,5,1.29,132,4,1,2,60,2,0,1634.54,2025-03-15 07:00:00,0,0,0,0,0,0.49162155597114154,Medium,Some features are moderately unusual
280,36,1,11,10,0,15,0.0,74,1,3,1,-330,2,0,2268.01,2025-03-26 14:00:00,193,0,0,0,0,0.49333010446749365,Medium,No touch events on Mobile
228,47,0,0,4,12,6,1.21,192,4,0,0,330,2,1,370.24,2025-06-10 10:00:00,0,0,0,0,0,0.5166462440496687,Medium,No click events
191,58,1,13,14,0,14,0.0,67,3,0,1,-330,0,2,7351.66,2024-02-13 15:00:00,166,0,0,0,0,0.5089738192764722,Medium,No touch events on Mobile
396,69,0,6,3,10,3,1.27,65,4,1,0,480,1,3,1192.72,2024-09-23 14:00:00,0,0,0,0,0,0.48624832765604786,Medium,Some features are moderately unusual
403,80,1,3,11,0,10,0.0,77,3,2,1,60,0,5,1685.1,2025-01-11 14:00:00,206,0,0,0,0,0.4818292461312946,Medium,No touch events on Mobile
129,91,1,6,9,0,18,0.0,124,1,3,0,480,0,0,993.25,2025-06-24 12:00:00,310,0,0,0,0,0.4967315530733862,Medium,No touch events on Mobile
170,102,1,11,19,0,10,0.0,300,0,1,2,0,1,4,2836.77,2024-07-04 13:00:00,725,0,0,0,0,0.5355055480668981,Medium,No touch events on Mobile
100,114,1,8,15,0,11,0.0,10,0,3,1,480,1,0,438.72,2024-06-27 16:00:00,22,0,1,0,1,0.5241733976475285,Medium,Unusual time on page
218,125,0,3,6,13,5,1.24,10,4,0,2,-330,0,1,177.49,2024-10-22 10:00:00,0,0,1,0,1,0.5185187286281394,Medium,Unusual time on page
127,136,1,12,13,0,14,0.0,249,3,1,2,0,2,0,1465.85,2024-09-16 05:00:00,632,0,0,0,0,0.5163012068615179,Medium,No touch events on Mobile
121,147,0,2,6,5,7,0.92,67,2,3,1,480,0,3,43.24,2024-01-11 16:00:00,0,0,0,0,0,0.4632834181905435,Medium,Some features are moderately unusual
153,158,1,7,14,0,13,0.0,85,2,2,1,60,1,3,60.83,2024-01-03 23:00:00,206,0,0,0,0,0.44788617000888603,Medium,No touch events on Mobile
265,169,1,10,8,0,18,0.0,59,2,3,0,0,0,2,357.36,2025-03-14 06:00:00,144,0,0,0,0,0.4662959250342443,Medium,No touch events on Mobile
297,180,1,8,15,0,17,0.0,10,0,0,2,330,0,1,9.44,2025-01-12 06:00:00,21,0,1,0,1,0.5197532969802574,Medium,Unusual time on page
448,191,1,3,9,0,17,0.0,131,0,0,1,0,1,1,112.97,2024-12-08 05:00:00,295,0,0,0,0,0.49222634811503985,Medium,No touch events on Mobile
200,202,1,6,18,0,6,0.0,123,3,0,1,0,2,3,786.53,2024-11-23 08:00:00,299,0,0,0,0,0.49095929808773664,Medium,No touch events on Mobile
345,213,1,6,7,0,10,0.0,33,4,2,1,-330,2,2,750.96,2025-04-04 16:00:00,82,0,0,0,0,0.4854878547487128,Medium,No touch events on Mobile
131,225,1,9,5,0,16,0.0,32,2,3,2,480,0,0,1270.99,2024-06-24 16:00:00,71,0,0,0,0,0.48643636697472453,Medium,No touch events on Mobile
170,236,1,8,9,0,7,0.0,163,3,1,1,0,1,0,448.02,2025-03-27 18:00:00,439,0,0,0,0,0.4776059597309567,Medium,No touch events on Mobile
98,247,0,3,6,5,9,1.37,10,3,2,1,0,1,3,687.69,2024-02-04 19:00:00,0,0,1,0,1,0.47341143659955853,Medium,Unusual time on page
311,258,0,7,6,5,7,0.88,191,4,0,0,0,2,5,1944.4,2025-04-06 08:00:00,0,0,0,0,0,0.4899687192616899,Medium,Some features are moderately unusual
437,269,1,4,14,0,15,0.0,26,3,0,0,480,0,1,407.42,2024-06-27 04:00:00,80,0,0,0,0,0.48146250744752095,Medium,No touch events on Mobile
335,280,1,6,9,0,17,0.0,80,4,2,2,60,1,2,34.54,2024-06-02 12:00:00,218,0,0,0,0,0.465610987635086,Medium,No touch events on Mobile
64,291,0,6,4,10,2,1.43,247,1,3,2,480,1,2,336.92,2024-06-15 04:00:00,0,0,0,0,0,0.49781850607788636,Medium,Some features are moderately unusual
46,302,0,5,4,7,6,0.61,102,4,2,1,60,2,2,771.12,2024-02-24 03:00:00,0,0,0,0,0,0.46926333870607073,Medium,Some features are moderately unusual
225,313,0,8,3,15,10,0.51,48,2,1,1,0,1,0,2958.89,2024-12-29 07:00:00,0,0,0,0,0,0.49864212893337756,Medium,Some features are moderately unusual
461,324,1,9,8,0,11,0.0,105,2,2,2,480,0,5,1989.33,2024-03-18 07:00:00,286,0,0,0,0,0.4900882870369548,Medium,No touch events on Mobile
273,336,0,1,7,10,4,2.0,37,4,1,2,480,2,2,1517.69,2025-01-27 00:00:00,0,0,0,0,0,0.5020886542507326,Medium,Some features are moderately unusual
253,347,0,1,6,10,3,1.13,29,1,0,0,480,0,4,628.69,2024-08-08 06:00:00,0,0,0,0,0,0.4895222074219899,Medium,Some features are moderately unusual
478,358,0,0,5,7,7,1.76,513,1,1,1,0,2,1,1770.08,2024-09-09 22:00:00,0,0,0,0,0,0.5171763086992118,Medium,No click events
272,369,0,9,6,10,6,0.87,125,2,0,1,0,0,0,1293.95,2024-09-29 21:00:00,0,0,0,0,0,0.4665243265608509,Medium,Some features are moderately unusual
33,380,1,9,14,0,20,0.0,93,1,0,0,60,2,3,1783.09,2024-05-03 15:00:00,221,0,0,0,0,0.4896515286985669,Medium,No touch events on Mobile
436,391,1,9,8,0,20,0.0,39,3,3,1,60,1,5,9801.72,2024-12-28 15:00:00,104,0,0,0,0,0.49693459867937706,Medium,No touch events on Mobile
41,402,0,5,9,8,6,1.29,10,0,1,0,480,0,3,2411.05,2025-05-03 16:00:00,0,0,1,0,1,0.5159015110205963,Medium,Unusual time on page
414,413,0,6,1,15,1,0.88,10,3,1,0,330,0,2,915.48,2024-02-01 19:00:00,0,0,1,0,1,0.5315375295943228,Medium,Unusual time on page
459,424,1,6,15,0,15,0.0,72,2,0,2,-330,0,2,4924.82,2024-11-22 15:00:00,187,0,0,0,0,0.5045155715655519,Medium,No touch events on Mobile
44,435,1,6,14,0,16,0.0,129,1,1,2,0,0,5,337.14,2024-03-10 11:00:00,314,0,0,0,0,0.4844809520707297,Medium,No touch events on Mobile
443,447,1,7,16,0,13,0.0,69,4,2,2,-330,0,1,1507.16,2024-12-28 12:00:00,196,0,0,0,0,0.4994678175302639,Medium,No touch events on Mobile
479,458,1,10,9,0,15,0.0,165,0,3,2,-330,2,4,598.39,2024-08-16 07:00:00,415,0,0,0,0,0.5180835252777568,Medium,No touch events on Mobile
325,469,0,5,8,5,4,0.09,10,4,2,0,-330,0,3,160.28,2024-08-10 06:00:00,0,0,1,0,1,0.5002024737296641,Medium,Unusual time on page
71,480,0,2,8,14,8,0.6,41,2,3,2,60,2,0,5599.9,2024-03-23 13:00:00,0,0,0,0,0,0.5129570981762385,Medium,Some features are moderately unusual
355,491,1,6,15,0,14,0.0,24,1,0,1,0,1,0,1026.69,2024-12-23 13:00:00,57,0,0,0,0,0.4752501418775416,Medium,No touch events on Mobile
210,502,1,7,9,0,12,0.0,53,4,3,2,330,0,0,811.49,2024-10-06 22:00:00,138,0,0,0,0,0.4862942401487026,Medium,No touch events on Mobile
310,513,1,6,12,0,17,0.0,10,4,0,1,330,0,1,238.78,2025-02-15 20:00:00,21,0,1,0,1,0.4968764555948095,Medium,Unusual time on page
180,524,1,5,10,0,21,0.0,277,0,0,1,330,1,2,2290.58,2024-12-05 04:00:00,728,0,0,0,0,0.514081963951069,Medium,No touch events on Mobile
433,535,0,2,7,9,2,0.02,22,0,1,0,480,2,4,374.1,2024-11-23 04:00:00,0,0,0,0,0,0.5124836345988022,Medium,Some features are moderately unusual
147,546,0,3,4,1,3,0.89,229,1,3,0,0,1,3,860.46,2024-12-19 02:00:00,0,0,0,0,0,0.4820175796706247,Medium,Some features are moderately unusual
335,558,0,2,5,11,6,1.95,49,0,0,2,60,2,3,952.31,2024-04-20 04:00:00,0,0,0,0,0,0.4943066229798741,Medium,Some features are moderately unusual
190,569,1,30,7,0,9,0.0,381,4,0,2,60,2,2,17383.91734418532,2025-03-24 03:00:00,1245,1,1,1,1,0.5706547077703654,Medium,Large transaction at odd hour
40,580,0,2,6,8,5,0.59,72,4,0,1,480,0,4,2280.01,2025-03-31 07:00:00,0,0,0,0,0,0.49010798767296954,Medium,Some features are moderately unusual
114,591,0,6,5,7,1,0.56,240,2,3,2,60,2,4,2538.17,2024-12-17 08:00:00,0,0,0,0,0,0.49765841213381967,Medium,Some features are moderately unusual
254,602,0,6,5,6,8,1.1,10,4,1,1,0,1,1,4824.61,2025-01-23 03:00:00,0,0,1,0,1,0.4763286031347307,Medium,Unusual time on page
187,613,1,7,14,0,21,0.0,124,1,3,0,480,0,3,1043.57,2024-09-06 03:00:00,321,0,0,0,0,0.49901224932632615,Medium,No touch events on Mobile
354,624,1,5,9,0,13,0.0,210,3,2,1,330,2,0,757.36,2024-07-17 05:00:00,504,0,0,0,0,0.500742703299877,Medium,No touch events on Mobile
246,635,1,6,6,0,13,0.0,13,2,0,2,-330,2,2,667.51,2025-02-09 18:00:00,35,0,0,0,0,0.48085650696352555,Medium,No touch events on Mobile
412,646,1,7,16,0,12,0.0,10,2,0,1,330,2,2,4279.7,2025-04-27 05:00:00,23,0,1,0,1,0.49600480715633505,Medium,Unusual time on page
342,657,1,5,9,0,11,0.0,49,1,3,0,-330,1,2,2133.67,2025-04-23 09:00:00,150,0,0,0,0,0.47533779009084115,Medium,No touch events on Mobile
458,669,1,8,11,0,16,0.0,244,1,3,1,0,0,5,1085.75,2024-04-26 15:00:00,598,0,0,0,0,0.503788798080805,Medium,No touch events on Mobile
130,680,1,7,16,0,13,0.0,70,0,3,2,0,0,1,1932.37,2024-09-02 07:00:00,195,0,0,0,0,0.4946902837093391,Medium,No touch events on Mobile
215,691,0,3,2,7,5,1.44,67,2,0,0,0,1,4,872.78,2025-06-01 04:00:00,0,1,0,1,0,0.47457379780229864,Medium,Some features are moderately unusual
498,702,1,7,13,0,16,0.0,13,0,3,0,60,1,0,2208.33,2024-04-05 02:00:00,28,0,0,0,0,0.5093999290541291,Medium,No touch events on Mobile
