user_id,session_id,device_type,click_events,scroll_events,touch_events,keyboard_events,device_motion,time_on_page,screen_size,browser_info,language,timezone_offset,device_orientation,geolocation_city,transaction_amount,transaction_date,mouse_movement,label,obvious_anomaly_flag,true_label,predicted_label,anomaly_score,risk_level,risk_reason
159,4634,0,6,7,8,5,0.63,10,1,0,2,60,0,1,124.08,2024-03-12,0,0,1,0,1,0.12322173114105596,Low,
184,4645,0,3,3,8,3,0.9,35,1,1,2,480,2,2,1213.95,2024-10-05,0,0,0,0,0,0.10747689352386162,Low,
274,4656,0,2,10,11,4,1.09,87,0,0,1,60,0,3,1066.02,2024-01-22,0,0,0,0,0,0.07792747859527833,Low,
448,4668,0,5,4,16,5,1.29,10,1,1,1,60,2,5,1433.33,2024-04-30,0,0,1,0,1,0.11244394596697603,Low,
318,4679,0,3,5,6,5,0.53,10,2,1,0,60,1,4,3174.9,2024-06-29,0,0,1,0,1,0.11105932079824463,Low,
267,4690,1,9,10,0,10,0.0,53,4,0,2,330,1,3,960.53,2024-02-11,165,0,0,0,0,0.05300395203151949,Low,
491,4701,1,8,7,0,18,0.0,36,0,0,2,0,0,5,1262.98,2024-10-02,72,0,0,0,0,0.0673240497309162,Low,
297,4712,0,5,7,5,7,1.88,51,4,3,0,60,1,3,1288.89,2025-06-11,0,0,0,0,0,0.0618278017771784,Low,
383,4723,0,2,12,6,5,1.18,27,0,0,0,60,2,0,226.66,2024-02-18,0,0,0,0,0,0.07907252930010762,Low,
395,4734,1,5,7,0,17,0.0,16,0,0,0,-330,1,5,433.12,2024-07-11,50,0,0,0,0,0.056563312557678345,Low,
365,4745,1,13,15,0,20,0.0,105,3,3,0,0,0,1,369.37,2024-06-15,251,0,0,0,0,0.04538649616816024,Low,
183,4756,0,6,7,7,8,0.97,65,3,2,2,0,1,4,589.08,2025-02-09,0,0,0,0,0,0.1157569649480885,Low,
369,4767,0,4,5,6,3,1.3,20,1,2,1,480,2,2,394.75,2024-07-22,0,0,0,0,0,0.058293670496500284,Low,
268,4779,1,8,17,0,10,0.0,34,4,3,1,60,0,1,626.92,2024-05-27,75,0,0,0,0,0.04664634711984492,Low,
119,4790,1,8,7,0,12,0.0,80,0,3,1,0,0,1,1647.12,2024-05-28,232,0,0,0,0,0.05504936573599153,Low,
479,4801,1,10,8,0,11,0.0,10,1,0,0,-330,2,0,529.63,2025-05-26,38,0,1,0,1,0.2622139219495456,Low,
356,4812,1,5,6,0,20,0.0,14,2,3,2,0,0,4,1006.29,2025-04-09,31,0,0,0,0,0.06096828423886662,Low,
434,4823,1,10,8,0,17,0.0,10,0,1,1,60,2,0,3515.22,2025-05-23,28,0,1,0,1,0.09262817879840535,Low,
289,4834,1,3,13,0,15,0.0,150,2,3,2,480,0,3,3668.8,2024-12-25,395,0,0,0,0,0.034643674868969944,Low,
320,4845,0,2,2,4,8,1.37,125,1,3,2,480,2,4,3351.34,2024-08-02,0,0,0,0,0,0.04237985914155132,Low,
1,4856,1,8,12,0,22,0.0,125,3,2,1,330,1,5,807.44,2025-01-24,311,0,0,0,0,0.09236367036027836,Low,
322,4867,0,6,9,9,3,1.24,113,1,3,2,480,1,5,1816.67,2024-01-17,0,0,0,0,0,0.05923537190504022,Low,
449,4878,0,7,5,3,3,1.61,99,2,0,0,-330,0,1,528.34,2024-10-09,0,1,0,1,0,0.08668373110858837,Low,
8,4890,1,8,17,0,22,0.0,58,0,0,2,480,2,1,2021.92,2025-06-12,149,0,0,0,0,0.09796100485452047,Low,
178,4901,0,4,8,8,6,1.01,92,4,2,0,330,0,4,4723.92,2025-02-19,0,0,0,0,0,0.09843276381679701,Low,
234,4912,1,8,14,0,10,0.0,10,1,0,2,0,0,4,2864.01,2024-08-28,26,1,1,1,1,0.0936816951247253,Low,
419,4923,0,6,5,12,2,0.01,87,0,0,1,330,1,2,359.95,2024-04-09,0,0,0,0,0,0.0748606602528959,Low,
102,4934,1,12,9,0,12,0.0,135,3,0,0,0,2,0,1087.19,2025-06-06,323,0,0,0,0,0.06451055749994157,Low,
337,4945,0,11,9,8,9,0.65,62,3,0,2,330,0,5,2873.55,2024-11-05,0,0,0,0,0,0.07619803291335979,Low,
132,4956,0,8,9,9,2,1.7,39,3,3,2,-330,1,4,2503.45,2024-08-05,0,0,0,0,0,0.09204031635776605,Low,
368,4967,1,5,10,0,24,0.0,29,0,2,1,480,2,3,620.45,2024-04-30,79,0,0,0,0,0.06777464686639306,Low,
70,4978,1,7,9,0,15,0.0,92,1,1,1,-330,0,5,3973.1,2024-08-22,226,0,0,0,0,0.0786093393113856,Low,
115,4989,0,5,4,7,8,1.07,106,0,0,0,-330,0,3,2735.47,2024-04-05,0,0,0,0,0,0.08992586252472941,Low,
385,3,0,3,8,7,6,1.69,184,0,1,2,480,1,1,79.49,2024-01-20,0,0,0,0,0,0.1540297285757997,Low,
427,14,1,6,17,0,15,0.0,37,4,1,2,-330,1,0,7373.38,2025-03-13,87,0,0,0,0,0.35757102892102205,Medium,No touch events on Mobile
189,25,0,2,10,9,5,1.29,132,4,1,2,60,2,0,1634.54,2025-04-22,0,0,0,0,0,0.11200252745904639,Low,
280,36,1,11,10,0,15,0.0,74,1,3,1,-330,2,0,2268.01,2024-04-28,173,0,0,0,0,0.13306438621159,Low,
228,47,0,0,4,12,6,1.21,192,4,0,0,330,2,1,370.24,2024-09-12,0,0,0,0,0,0.4530690153688349,Medium,No click events
191,58,1,13,14,0,14,0.0,67,3,0,1,-330,0,2,7351.66,2024-05-14,150,0,0,0,0,0.26039141385970255,Low,
396,69,0,6,3,10,3,1.27,65,4,1,0,480,1,3,1192.72,2024-05-31,0,0,0,0,0,0.09141864170726072,Low,
403,80,1,3,11,0,10,0.0,77,3,2,1,60,0,5,1685.1,2025-03-09,217,0,0,0,0,0.057443951726916784,Low,
129,91,1,6,9,0,18,0.0,124,1,3,0,480,0,0,993.25,2025-03-17,305,1,0,1,0,0.08634311189613982,Low,
170,102,1,11,19,0,10,0.0,300,0,1,2,0,1,4,2836.77,2024-07-18,775,0,0,0,0,0.1671313343760023,Low,
100,114,1,8,15,0,11,0.0,10,0,3,1,480,1,0,438.72,2024-10-18,38,0,1,0,1,0.290550698757503,Low,
218,125,0,3,6,13,5,1.24,10,4,0,2,-330,0,1,177.49,2024-09-13,0,0,1,0,1,0.10231793491459328,Low,
127,136,1,12,13,0,14,0.0,249,3,1,2,0,2,0,1465.85,2025-03-09,606,0,0,0,0,0.17056924959561315,Low,
121,147,0,2,6,5,7,0.92,67,2,3,1,480,0,3,43.24,2024-04-02,0,0,0,0,0,0.08305017322002986,Low,
153,158,1,7,14,0,13,0.0,85,2,2,1,60,1,3,60.83,2025-07-01,212,0,0,0,0,0.05593021084807439,Low,
265,169,1,10,8,0,18,0.0,59,2,3,0,0,0,2,357.36,2024-06-20,141,0,0,0,0,0.060632226517507576,Low,
297,180,1,8,15,0,17,0.0,10,0,0,2,330,0,1,9.44,2024-10-14,23,0,1,0,1,0.06456049978811798,Low,
448,191,1,3,9,0,17,0.0,131,0,0,1,0,1,1,112.97,2024-01-15,294,0,0,0,0,0.06214889908227815,Low,
200,202,1,6,18,0,6,0.0,123,3,0,1,0,2,3,786.53,2025-06-09,303,0,0,0,0,0.10547428621134249,Low,
345,213,1,6,7,0,10,0.0,33,4,2,1,-330,2,2,750.96,2024-01-03,79,0,0,0,0,0.07070746114000966,Low,
131,225,1,9,5,0,16,0.0,32,2,3,2,480,0,0,1270.99,2025-04-25,49,0,0,0,0,0.07043454386771861,Low,
170,236,1,8,9,0,7,0.0,163,3,1,1,0,1,0,448.02,2024-12-05,424,0,0,0,0,0.09770427721764074,Low,
98,247,0,3,6,5,9,1.37,10,3,2,1,0,1,3,687.69,2024-09-07,0,0,1,0,1,0.10759064091657074,Low,
311,258,0,7,6,5,7,0.88,191,4,0,0,0,2,5,1944.4,2024-10-15,0,0,0,0,0,0.10374984002675278,Low,
437,269,1,4,14,0,15,0.0,26,3,0,0,480,0,1,407.42,2025-05-09,60,0,0,0,0,0.06756368133951686,Low,
335,280,1,6,9,0,17,0.0,80,4,2,2,60,1,2,34.54,2024-03-17,167,0,0,0,0,0.050262014296614484,Low,
64,291,0,6,4,10,2,1.43,247,1,3,2,480,1,2,336.92,2024-11-06,0,0,0,0,0,0.13510879268591236,Low,
46,302,0,5,4,7,6,0.61,102,4,2,1,60,2,2,771.12,2024-09-17,0,0,0,0,0,0.0825039240192279,Low,
225,313,0,8,3,15,10,0.51,48,2,1,1,0,1,0,2958.89,2025-04-02,0,0,0,0,0,0.09512342573203916,Low,
461,324,1,9,8,0,11,0.0,105,2,2,2,480,0,5,1989.33,2024-08-07,251,0,0,0,0,0.09312685473520586,Low,
273,336,0,1,7,10,4,2.0,37,4,1,2,480,2,2,1517.69,2025-03-20,0,0,0,0,0,0.11978810129023523,Low,
253,347,0,1,6,10,3,1.13,29,1,0,0,480,0,4,628.69,2025-05-02,0,0,0,0,0,0.13397967040374345,Low,
478,358,0,0,5,7,7,1.76,513,1,1,1,0,2,1,1770.08,2024-04-01,0,0,0,0,1,0.5457863902535408,Medium,No click events
272,369,0,9,6,10,6,0.87,125,2,0,1,0,0,0,1293.95,2024-12-04,0,0,0,0,0,0.10838021458155364,Low,
33,380,1,9,14,0,20,0.0,93,1,0,0,60,2,3,1783.09,2025-03-08,235,0,0,0,0,0.05978703286266953,Low,
436,391,1,9,8,0,20,0.0,39,3,3,1,60,1,5,9801.72,2024-04-25,102,0,0,0,1,0.5427319716257845,Medium,No touch events on Mobile
41,402,0,5,9,8,6,1.29,10,0,1,0,480,0,3,2411.05,2024-04-09,0,0,1,0,1,0.13579453399566932,Low,
414,413,0,6,1,15,1,0.88,10,3,1,0,330,0,2,915.48,2024-11-22,0,0,1,0,1,0.11755554676247006,Low,
459,424,1,6,15,0,15,0.0,72,2,0,2,-330,0,2,4924.82,2024-09-24,186,0,0,0,0,0.0559895777923491,Low,
44,435,1,6,14,0,16,0.0,129,1,1,2,0,0,5,337.14,2025-03-06,320,0,0,0,0,0.0613270982650724,Low,
443,447,1,7,16,0,13,0.0,69,4,2,2,-330,0,1,1507.16,2024-01-07,161,0,0,0,0,0.058361360374275646,Low,
479,458,1,10,9,0,15,0.0,165,0,3,2,-330,2,4,598.39,2025-06-17,431,1,0,1,0,0.06238478508314185,Low,
325,469,0,5,8,5,4,0.09,10,4,2,0,-330,0,3,160.28,2025-05-16,0,0,1,0,1,0.06038440486415076,Low,
71,480,0,2,8,14,8,0.6,41,2,3,2,60,2,0,5599.9,2024-01-19,0,0,0,0,0,0.2937124773567403,Low,
355,491,1,6,15,0,14,0.0,24,1,0,1,0,1,0,1026.69,2025-02-27,76,0,0,0,0,0.056559950876517905,Low,
210,502,1,7,9,0,12,0.0,53,4,3,2,330,0,0,811.49,2025-02-10,130,0,0,0,0,0.06743323892778587,Low,
310,513,1,6,12,0,17,0.0,10,4,0,1,330,0,1,238.78,2025-03-17,28,0,1,0,1,0.07300813456791752,Low,
180,524,1,5,10,0,21,0.0,277,0,0,1,330,1,2,2290.58,2025-06-04,682,0,0,0,0,0.07794948878365653,Low,
433,535,0,2,7,9,2,0.02,22,0,1,0,480,2,4,374.1,2024-04-16,0,0,0,0,0,0.1068145716779057,Low,
147,546,0,3,4,1,3,0.89,229,1,3,0,0,1,3,860.46,2024-10-23,0,0,0,0,0,0.08851322728428762,Low,
335,558,0,2,5,11,6,1.95,49,0,0,2,60,2,3,952.31,2024-11-24,0,0,0,0,0,0.06833262094870003,Low,
190,569,1,8,7,0,9,0.0,381,4,0,2,60,2,2,281.08,2025-04-24,978,0,0,0,0,0.15567324111217035,Low,
40,580,0,2,6,8,5,0.59,72,4,0,1,480,0,4,2280.01,2025-01-06,0,0,0,0,0,0.083363782901033,Low,
114,591,0,6,5,7,1,0.56,240,2,3,2,60,2,4,2538.17,2024-05-20,0,0,0,0,0,0.07457127380809786,Low,
254,602,0,6,5,6,8,1.1,10,4,1,1,0,1,1,4824.61,2024-04-05,0,0,1,0,1,0.11775307706000246,Low,
187,613,1,7,14,0,21,0.0,124,1,3,0,480,0,3,1043.57,2024-10-05,317,0,0,0,0,0.07439503504716566,Low,
354,624,1,5,9,0,13,0.0,210,3,2,1,330,2,0,757.36,2024-01-06,538,0,0,0,0,0.06083406961476903,Low,
246,635,1,6,6,0,13,0.0,13,2,0,2,-330,2,2,667.51,2025-06-07,36,0,0,0,0,0.06845198159329907,Low,
412,646,1,7,16,0,12,0.0,10,2,0,1,330,2,2,4279.7,2024-10-28,22,0,1,0,1,0.08447924823419488,Low,
342,657,1,5,9,0,11,0.0,49,1,3,0,-330,1,2,2133.67,2025-04-22,122,0,0,0,0,0.06099843985926233,Low,
458,669,1,8,11,0,16,0.0,244,1,3,1,0,0,5,1085.75,2024-08-31,601,0,0,0,0,0.0991032441358633,Low,
130,680,1,7,16,0,13,0.0,70,0,3,2,0,0,1,1932.37,2024-04-07,163,0,0,0,0,0.06118237742584573,Low,
215,691,0,3,2,7,5,1.44,67,2,0,0,0,1,4,872.78,2024-01-02,0,0,0,0,0,0.14933484105171524,Low,
498,702,1,7,13,0,16,0.0,13,0,3,0,60,1,0,2208.33,2024-10-09,30,0,0,0,0,0.07826033291862605,Low,
81,713,1,7,19,0,17,0.0,10,4,0,2,0,0,1,3973.16,2024-06-06,23,0,1,0,1,0.12244053986725964,Low,
289,724,0,5,11,6,0,0.96,149,2,3,2,480,2,2,363.75,2024-06-01,0,1,0,1,0,0.08948370601090265,Low,
128,735,0,3,4,14,6,1.19,10,2,1,2,60,1,1,690.18,2024-05-14,0,0,1,0,1,0.08350506391703727,Low,
417,746,0,5,6,11,2,1.13,90,3,3,2,60,2,0,1570.56,2024-02-22,0,0,0,0,0,0.052358927644718445,Low,
268,757,0,3,6,5,10,1.17,221,2,3,1,60,2,3,1103.12,2024-02-10,0,0,0,0,0,0.06302766353863394,Low,
388,768,0,8,3,5,7,1.46,21,4,3,0,60,0,5,997.48,2024-06-18,0,0,0,0,0,0.043214218842715375,Low,
142,780,0,7,6,8,9,1.67,98,0,3,1,330,2,5,2731.71,2025-05-15,0,0,0,0,0,0.06983597244333485,Low,
3,791,1,5,13,0,14,0.0,10,0,1,1,0,1,2,2078.33,2024-07-10,23,0,1,0,1,0.16305023694243256,Low,
369,802,1,11,13,0,14,0.0,83,3,0,2,330,0,5,1115.37,2024-07-24,207,0,0,0,0,0.058200875523480126,Low,
403,813,1,7,18,0,17,0.0,16,4,2,2,480,2,5,423.15,2024-04-08,33,0,0,0,0,0.08375040200013087,Low,
36,824,1,11,22,0,15,0.0,119,0,3,1,480,0,5,2242.78,2024-03-16,306,0,0,0,0,0.11314829143758935,Low,
175,835,1,10,19,0,21,0.0,32,1,2,1,330,2,4,865.17,2025-04-19,87,0,0,0,0,0.07244180398725866,Low,
334,846,0,2,8,8,3,1.01,56,4,0,2,480,1,3,3804.78,2024-08-18,0,0,0,0,0,0.09691688127747959,Low,
132,857,0,2,10,8,7,1.31,82,4,2,0,330,1,4,4.44,2024-12-05,0,0,0,0,0,0.10765507016450304,Low,
173,868,0,1,6,9,4,0.84,16,3,1,1,60,0,5,1259.35,2024-03-05,0,0,0,0,0,0.09304475839942869,Low,
331,879,1,12,8,0,13,0.0,121,0,3,0,60,1,4,1434.94,2024-02-13,282,1,0,1,0,0.047836039786669185,Low,
288,891,0,2,6,4,5,0.9,32,4,1,0,-330,1,3,222.09,2024-07-21,0,0,0,0,0,0.1111571352926167,Low,
204,902,0,5,4,6,5,1.74,97,0,3,0,60,1,2,1058.92,2024-11-02,0,0,0,0,0,0.06443909392836689,Low,
326,913,1,4,9,0,16,0.0,15,1,1,1,330,0,5,184.56,2024-01-10,37,0,0,0,0,0.07303816675523282,Low,
120,924,0,4,9,13,7,1.22,104,3,3,0,480,0,0,765.78,2024-03-07,0,0,0,0,0,0.06154013987136647,Low,
46,935,1,11,14,0,14,0.0,12,1,1,2,330,0,1,1694.65,2024-06-05,31,0,0,0,0,0.053949312537082725,Low,
274,946,1,3,15,0,17,0.0,49,3,0,1,60,0,4,1721.28,2024-11-14,112,0,0,0,0,0.06016929339747125,Low,
346,957,0,4,6,7,3,1.34,25,4,3,0,-330,2,5,980.01,2024-07-06,0,0,0,0,0,0.07252973977569738,Low,
311,968,1,5,10,0,14,0.0,124,3,3,1,330,0,5,2640.88,2024-12-17,328,0,0,0,0,0.04958039273863433,Low,
402,979,1,8,13,0,11,0.0,27,2,3,2,330,2,4,1293.21,2025-05-30,70,0,0,0,0,0.0613293532939125,Low,
88,990,0,9,8,11,6,1.24,192,0,1,1,60,2,0,1379.52,2024-11-21,0,0,0,0,0,0.09311928534025966,Low,
459,1002,0,3,8,13,6,1.71,200,0,1,2,0,1,5,288.59,2025-06-26,0,0,0,0,0,0.07299828591222651,Low,
281,1013,1,5,11,0,17,0.0,19,2,1,1,60,0,0,948.24,2025-04-04,51,0,0,0,0,0.06512501551784702,Low,
147,1024,1,10,12,0,15,0.0,85,1,2,1,60,2,4,75.15,2025-04-04,199,0,0,0,0,0.05397609167536088,Low,
158,1035,1,5,10,0,24,0.0,10,2,0,1,-330,1,1,446.43,2024-03-07,20,0,1,0,1,0.08482242206772811,Low,
447,1046,0,8,4,12,2,1.47,44,4,0,2,480,2,0,344.96,2025-03-30,0,0,0,0,0,0.0836355461030773,Low,
495,1057,1,6,9,0,18,0.0,112,4,1,1,0,2,2,702.69,2024-02-13,276,0,0,0,0,0.05403294744441316,Low,
320,1068,1,12,11,0,13,0.0,96,0,3,0,0,0,2,958.98,2024-12-28,227,0,0,0,0,0.05901902009923408,Low,
137,1079,0,5,7,8,3,0.98,88,4,0,1,480,1,1,387.33,2024-11-19,0,0,0,0,0,0.08067637890493129,Low,
428,1090,0,7,8,5,11,2.42,29,0,2,1,480,1,5,92.4,2025-06-22,0,0,0,0,0,0.09978516694001532,Low,
342,1101,1,8,14,0,14,0.0,42,2,1,1,60,0,5,640.96,2024-11-13,120,0,0,0,0,0.05865618501335434,Low,
147,1114,0,4,9,9,8,0.75,10,2,3,2,480,2,5,159.83,2025-04-11,0,1,1,1,1,0.07417034207377128,Low,
153,1125,0,2,12,5,5,0.99,114,2,1,0,0,2,1,221.11,2024-12-24,0,0,0,0,0,0.1056845960197707,Low,
49,1136,1,4,12,0,19,0.0,63,0,0,0,-330,2,4,2471.47,2025-06-19,148,0,0,0,0,0.0843976803002074,Low,
