user_id,session_id,device_type,click_events,scroll_events,touch_events,keyboard_events,device_motion,time_on_page,screen_size,browser_info,language,timezone_offset,device_orientation,geolocation_city,transaction_amount,transaction_date,mouse_movement,label,obvious_anomaly_flag,true_label,predicted_label,anomaly_score,risk_level,risk_reason
486,446,0,5,8,6,6,1.27,10,0,1,2,60,2,0,182.57,2024-08-06 08:00:00,0,0,1,0,1,0.07415527495239922,Low,
304,557,1,8,17,0,14,0.0,11,0,0,0,330,2,3,1323.36,2024-06-26 09:00:00,22,0,0,0,0,0.12802295851483828,Low,
499,668,0,7,6,5,4,1.68,68,4,1,0,0,1,4,3334.03,2024-08-04 16:00:00,0,0,0,0,0,0.12243440017518901,Low,
289,779,0,8,2,7,6,0.8,101,4,0,0,480,2,0,2053.44,2025-01-15 03:00:00,0,0,0,0,0,0.07912861874439453,Low,
59,890,1,6,12,0,21,0.0,48,2,0,2,-330,2,1,2449.87,2024-12-17 14:00:00,129,0,0,0,0,0.11165729158649715,Low,
36,1001,0,2,6,7,8,1.49,118,4,0,0,330,0,5,333.71,2025-06-24 23:00:00,0,0,0,0,0,0.10850590979992428,Low,
56,1113,1,7,8,0,12,0.0,66,0,1,1,-330,0,2,1066.67,2024-01-16 17:00:00,154,0,0,0,0,0.07455625939757023,Low,
233,1224,0,3,11,10,6,2.01,10,4,0,1,0,1,2,3237.49,2024-10-05 02:00:00,0,0,1,0,1,0.12591138960970905,Low,
176,1335,0,9,7,5,2,1.94,19,3,0,1,480,1,2,4133.44,2024-12-24 22:00:00,0,0,0,0,0,0.07839821025298652,Low,
272,1446,0,4,6,7,7,1.24,164,0,3,1,480,2,2,88.09,2025-01-31 17:00:00,0,0,0,0,0,0.0673321776186575,Low,
436,1557,0,1,5,7,4,0.83,116,3,0,0,480,1,1,260.6,2024-11-04 07:00:00,0,0,0,0,0,0.0931292800450264,Low,
350,1668,0,46,0,27,5,3.63,202,4,2,1,60,0,2,163.45,2025-04-18 13:00:00,1944,1,1,1,1,1.0,High,Very high click events; Extreme mouse movement
216,1779,1,10,11,0,15,0.0,11,1,2,2,330,1,4,278.53,2024-02-07 13:00:00,26,0,0,0,0,0.06122096056809949,Low,
318,1890,0,1,9,7,9,1.13,416,2,3,2,-330,2,3,256.8,2024-10-17 08:00:00,0,0,0,0,0,0.09449838656254159,Low,
103,2001,1,5,10,0,21,0.0,21,0,2,2,0,0,2,965.32,2024-11-30 23:00:00,48,0,0,0,0,0.06263665860676665,Low,
383,2112,1,5,11,0,22,0.0,10,3,3,0,60,0,4,611.04,2024-02-11 14:00:00,27,0,1,0,1,0.15719180068633992,Low,
197,2224,1,9,8,0,15,0.0,536,1,2,2,330,1,0,125.94,2024-05-05 00:00:00,1330,0,0,0,0,0.07911728736641409,Low,
69,2335,1,5,10,0,11,0.0,29,1,1,1,480,1,4,584.0,2025-06-16 18:00:00,79,0,0,0,0,0.0657641219341717,Low,
400,2446,0,5,7,8,7,0.66,99,0,1,2,-330,2,0,3463.85,2024-05-28 00:00:00,0,0,0,0,0,0.056808252771159265,Low,
239,2557,1,10,12,0,14,0.0,17,0,0,0,480,2,0,931.53,2024-02-04 12:00:00,49,0,0,0,0,0.05516514419245981,Low,
124,2668,0,34,8,10,4,3.76,78,1,0,1,60,0,5,17604.789812813768,2024-09-24 03:00:00,1408,1,1,1,1,1.0,High,Large transaction at odd hour; Very high click events; Extremely large transaction
171,2779,1,9,17,0,12,0.0,210,2,2,2,330,1,5,412.04,2024-08-01 05:00:00,562,0,0,0,0,0.06331698798476598,Low,
152,2890,1,9,11,0,17,0.0,34,2,0,1,-330,1,2,940.73,2025-05-10 01:00:00,79,0,0,0,0,0.06664418208579653,Low,
273,3001,0,3,5,4,3,0.59,99,3,3,0,330,1,3,3225.7,2024-05-21 11:00:00,0,0,0,0,0,0.053856958825439304,Low,
423,3112,1,8,3,0,22,0.0,18,2,3,0,0,0,3,3402.24,2024-03-09 20:00:00,63,0,0,0,0,0.04733084683950751,Low,
417,3223,1,12,10,0,22,0.0,88,1,0,0,480,2,5,243.56,2025-04-01 20:00:00,205,0,0,0,0,0.06575234817540031,Low,
454,3335,0,8,9,5,7,1.91,36,1,2,0,0,0,5,613.97,2025-05-26 07:00:00,0,0,0,0,0,0.07017958741798395,Low,
78,3446,1,8,14,0,20,0.0,21,4,0,1,330,2,3,624.13,2024-05-03 05:00:00,52,0,0,0,0,0.06723559719528296,Low,
418,3557,0,1,7,7,4,1.9,33,1,3,2,60,1,1,516.73,2024-04-16 11:00:00,0,0,0,0,0,0.07011267452937221,Low,
98,3668,1,10,9,0,12,0.0,17,2,2,1,-330,0,0,802.14,2024-09-11 06:00:00,52,0,0,0,0,0.05787207443081168,Low,
405,3779,1,10,12,0,13,0.0,208,3,0,0,-330,1,4,941.69,2025-01-21 00:00:00,503,0,0,0,0,0.0756388378956956,Low,
191,3890,0,4,7,8,4,1.32,45,4,3,2,60,2,2,1129.37,2024-03-11 19:00:00,0,0,0,0,0,0.06277909825310778,Low,
100,4001,1,6,19,0,15,0.0,25,2,2,1,330,2,0,65.05,2025-02-28 17:00:00,51,0,0,0,0,0.07769777937403528,Low,
385,4112,1,7,10,0,23,0.0,53,3,3,2,330,0,3,398.83,2025-03-12 01:00:00,130,0,0,0,0,0.06608818852624677,Low,
84,4223,1,3,11,0,16,0.0,34,2,1,2,-330,1,1,1556.42,2024-04-24 01:00:00,87,0,0,0,0,0.0791231737930603,Low,
385,4334,1,6,8,0,17,0.0,122,4,3,1,330,1,0,1636.41,2024-12-19 15:00:00,269,0,0,0,0,0.03653536061927649,Low,
446,4446,0,5,3,7,3,1.83,319,1,1,0,-330,2,3,1402.83,2024-08-08 08:00:00,0,0,0,0,0,0.09014905812291668,Low,
294,4457,1,15,9,0,16,0.0,51,4,2,0,-330,2,5,345.55,2024-02-02 09:00:00,107,0,0,0,0,0.06430029953546165,Low,
450,4468,0,4,10,5,8,1.83,177,1,2,2,0,0,1,810.76,2024-05-12 02:00:00,0,0,0,0,0,0.06804386954801786,Low,
161,4479,0,5,5,8,6,0.92,75,4,1,0,-330,0,1,1116.87,2025-01-02 10:00:00,0,0,0,0,0,0.0955060807963626,Low,
245,4490,1,7,8,0,13,0.0,15,0,1,1,-330,0,4,285.18,2024-12-15 04:00:00,45,0,0,0,0,0.0816750162640565,Low,
36,4501,0,8,4,7,4,0.9,105,2,0,1,60,0,2,4635.72,2024-05-05 04:00:00,0,0,0,0,0,0.11841639157473852,Low,
428,4512,1,3,12,0,16,0.0,64,2,2,0,480,2,5,1177.18,2025-06-28 18:00:00,189,0,0,0,0,0.04931152994880299,Low,
231,4523,0,10,3,7,9,1.19,94,0,1,0,0,0,1,100.65,2024-11-06 04:00:00,0,0,0,0,0,0.07385529880984863,Low,
40,4534,1,6,8,0,12,0.0,600,1,1,0,330,1,4,18364.08411816827,2024-12-03 16:00:00,508,1,1,1,1,0.991725991004339,High,Unusual time on page; Extremely large transaction; No touch events on Mobile
113,4545,0,4,5,6,7,1.46,52,2,2,2,330,2,2,9533.3,2024-07-15 13:00:00,0,0,0,0,0,0.37119988962967226,Medium,Some features are moderately unusual
255,4557,1,6,8,0,15,0.0,208,0,0,2,330,0,3,239.76,2025-03-11 18:00:00,520,0,0,0,0,0.07532867271612657,Low,
75,4568,1,11,13,0,14,0.0,125,2,2,1,0,0,0,45.58,2024-03-11 22:00:00,297,0,0,0,0,0.0611328995523861,Low,
194,4579,0,7,3,11,7,1.0,60,3,0,1,0,2,3,1190.04,2025-01-07 06:00:00,0,0,0,0,0,0.08363497824746025,Low,
320,4590,0,9,2,4,6,1.47,83,1,2,2,480,2,0,88.96,2024-12-03 03:00:00,0,0,0,0,0,0.07863063138563513,Low,
487,4601,1,7,9,0,22,0.0,35,3,2,1,60,1,3,133.58,2024-08-26 06:00:00,92,0,0,0,0,0.06304806080538296,Low,
241,4612,1,13,18,0,15,0.0,369,1,3,2,480,0,5,1151.85,2024-08-15 00:00:00,913,0,0,0,0,0.09085367560091885,Low,
35,4623,0,7,4,4,2,0.95,99,0,2,2,60,2,1,4718.76,2024-05-06 23:00:00,0,0,0,0,0,0.09197867491992699,Low,
159,4634,0,6,7,8,5,0.63,10,1,0,2,60,0,1,124.08,2025-03-09 07:00:00,0,0,1,0,1,0.12322173114105596,Low,
184,4645,0,3,3,8,3,0.9,35,1,1,2,480,2,2,1213.95,2025-05-17 20:00:00,0,0,0,0,0,0.10747689352386162,Low,
274,4656,0,2,10,11,4,1.09,87,0,0,1,60,0,3,1066.02,2024-03-07 12:00:00,0,0,0,0,0,0.07792747859527833,Low,
448,4668,0,5,4,16,5,1.29,10,1,1,1,60,2,5,1433.33,2024-03-10 09:00:00,0,0,1,0,1,0.11244394596697603,Low,
318,4679,0,3,5,6,5,0.53,10,2,1,0,60,1,4,3174.9,2025-04-24 07:00:00,0,0,1,0,1,0.11105932079824463,Low,
267,4690,1,44,10,0,10,0.0,53,4,0,2,330,1,3,960.53,2025-06-14 00:00:00,1539,1,1,1,1,1.0,High,Very high click events; Extreme mouse movement; No touch events on Mobile
491,4701,1,8,7,0,18,0.0,36,0,0,2,0,0,5,1262.98,2025-01-14 11:00:00,89,0,0,0,0,0.06706341664419617,Low,
297,4712,0,5,7,5,7,1.88,51,4,3,0,60,1,3,1288.89,2024-02-25 15:00:00,0,0,0,0,0,0.0618278017771784,Low,
383,4723,0,2,12,6,5,1.18,27,0,0,0,60,2,0,226.66,2025-06-30 12:00:00,0,0,0,0,0,0.07907252930010762,Low,
395,4734,1,5,7,0,17,0.0,16,0,0,0,-330,1,5,433.12,2024-07-03 23:00:00,49,0,0,0,0,0.056563312557678345,Low,
365,4745,1,42,15,0,20,0.0,105,3,3,0,0,0,1,369.37,2024-09-20 14:00:00,1662,1,1,1,1,0.99625,High,Very high click events; Extreme mouse movement; No touch events on Mobile
183,4756,0,6,7,7,8,0.97,65,3,2,2,0,1,4,589.08,2024-05-19 21:00:00,0,0,0,0,0,0.1157569649480885,Low,
369,4767,0,4,5,6,3,1.3,20,1,2,1,480,2,2,394.75,2024-12-31 13:00:00,0,0,0,0,0,0.058293670496500284,Low,
268,4779,1,8,17,0,10,0.0,34,4,3,1,60,0,1,626.92,2024-06-17 02:00:00,81,0,0,0,0,0.046244084928959754,Low,
119,4790,1,8,7,0,12,0.0,80,0,3,1,0,0,1,1647.12,2024-02-16 12:00:00,208,0,0,0,0,0.048102191856428916,Low,
479,4801,1,10,8,0,11,0.0,10,1,0,0,-330,2,0,529.63,2025-06-21 15:00:00,27,0,1,0,1,0.09584599796913716,Low,
356,4812,1,5,6,0,20,0.0,14,2,3,2,0,0,4,1006.29,2024-07-01 18:00:00,41,0,0,0,0,0.06505249013067115,Low,
434,4823,1,10,8,0,17,0.0,10,0,1,1,60,2,0,3515.22,2024-09-29 00:00:00,24,0,1,0,1,0.0812203771569475,Low,
289,4834,1,3,13,0,15,0.0,150,2,3,2,480,0,3,3668.8,2024-11-12 09:00:00,381,0,0,0,0,0.034643674868969944,Low,
320,4845,0,2,2,4,8,1.37,125,1,3,2,480,2,4,3351.34,2025-06-13 04:00:00,0,0,0,0,0,0.04237985914155132,Low,
1,4856,1,8,12,0,22,0.0,125,3,2,1,330,1,5,807.44,2024-02-22 23:00:00,322,0,0,0,0,0.09236367036027836,Low,
322,4867,0,6,9,9,3,1.24,113,1,3,2,480,1,5,1816.67,2024-04-30 05:00:00,0,0,0,0,0,0.05923537190504022,Low,
449,4878,0,7,5,3,3,1.61,99,2,0,0,-330,0,1,528.34,2025-02-09 00:00:00,0,0,0,0,0,0.08668373110858837,Low,
8,4890,1,8,17,0,22,0.0,58,0,0,2,480,2,1,2021.92,2025-03-15 19:00:00,147,0,0,0,0,0.09806034260286484,Low,
178,4901,0,4,8,8,6,1.01,92,4,2,0,330,0,4,4723.92,2025-02-18 12:00:00,0,0,0,0,0,0.09843276381679701,Low,
234,4912,1,8,14,0,10,0.0,10,1,0,2,0,0,4,2864.01,2024-05-06 05:00:00,20,0,1,0,1,0.08693672292958528,Low,
419,4923,0,6,5,12,2,0.01,87,0,0,1,330,1,2,359.95,2024-04-07 11:00:00,0,0,0,0,0,0.0748606602528959,Low,
102,4934,1,12,9,0,12,0.0,135,3,0,0,0,2,0,1087.19,2024-08-06 07:00:00,342,0,0,0,0,0.06451055749994157,Low,
337,4945,0,11,9,8,9,0.65,62,3,0,2,330,0,5,2873.55,2025-01-22 23:00:00,0,0,0,0,0,0.07619803291335979,Low,
132,4956,0,8,9,9,2,1.7,39,3,3,2,-330,1,4,2503.45,2024-04-17 23:00:00,0,0,0,0,0,0.09204031635776605,Low,
368,4967,1,5,10,0,24,0.0,29,0,2,1,480,2,3,620.45,2024-03-21 00:00:00,69,0,0,0,0,0.06429737413912033,Low,
70,4978,1,7,9,0,15,0.0,92,1,1,1,-330,0,5,3973.1,2024-03-12 11:00:00,206,0,0,0,0,0.0786093393113856,Low,
115,4989,0,5,4,7,8,1.07,106,0,0,0,-330,0,3,2735.47,2024-06-03 19:00:00,0,0,0,0,0,0.08992586252472941,Low,
385,3,0,3,8,7,6,1.69,184,0,1,2,480,1,1,79.49,2024-11-08 10:00:00,0,0,0,0,0,0.1540297285757997,Low,
427,14,1,6,17,0,15,0.0,37,4,1,2,-330,1,0,7373.38,2024-01-31 02:00:00,100,0,0,0,0,0.34757102892102204,Medium,No touch events on Mobile
189,25,0,2,10,9,5,1.29,132,4,1,2,60,2,0,1634.54,2025-03-15 07:00:00,0,0,0,0,0,0.11200252745904639,Low,
280,36,1,11,10,0,15,0.0,74,1,3,1,-330,2,0,2268.01,2025-03-26 14:00:00,193,0,0,0,0,0.13356085457697414,Low,
228,47,0,0,4,12,6,1.21,192,4,0,0,330,2,1,370.24,2025-06-10 10:00:00,0,0,0,0,0,0.4530690153688349,Medium,No click events
191,58,1,13,14,0,14,0.0,67,3,0,1,-330,0,2,7351.66,2024-02-13 15:00:00,166,0,0,0,0,0.25856514004701003,Low,
396,69,0,6,3,10,3,1.27,65,4,1,0,480,1,3,1192.72,2024-09-23 14:00:00,0,0,0,0,0,0.09141864170726072,Low,
403,80,1,3,11,0,10,0.0,77,3,2,1,60,0,5,1685.1,2025-01-11 14:00:00,206,0,0,0,0,0.057443951726916784,Low,
129,91,1,6,9,0,18,0.0,124,1,3,0,480,0,0,993.25,2025-06-24 12:00:00,310,0,0,0,0,0.08634311189613982,Low,
170,102,1,11,19,0,10,0.0,300,0,1,2,0,1,4,2836.77,2024-07-04 13:00:00,725,0,0,0,0,0.15839988851808498,Low,
100,114,1,8,15,0,11,0.0,10,0,3,1,480,1,0,438.72,2024-06-27 16:00:00,22,0,1,0,1,0.09381584465763654,Low,
218,125,0,3,6,13,5,1.24,10,4,0,2,-330,0,1,177.49,2024-10-22 10:00:00,0,0,1,0,1,0.10231793491459328,Low,
127,136,1,12,13,0,14,0.0,249,3,1,2,0,2,0,1465.85,2024-09-16 05:00:00,632,0,0,0,0,0.17056924959561315,Low,
121,147,0,2,6,5,7,0.92,67,2,3,1,480,0,3,43.24,2024-01-11 16:00:00,0,0,0,0,0,0.08305017322002986,Low,
153,158,1,7,14,0,13,0.0,85,2,2,1,60,1,3,60.83,2024-01-03 23:00:00,206,0,0,0,0,0.05593021084807439,Low,
265,169,1,10,8,0,18,0.0,59,2,3,0,0,0,2,357.36,2025-03-14 06:00:00,144,0,0,0,0,0.060632226517507576,Low,
297,180,1,8,15,0,17,0.0,10,0,0,2,330,0,1,9.44,2025-01-12 06:00:00,21,0,1,0,1,0.06566512973210031,Low,
448,191,1,3,9,0,17,0.0,131,0,0,1,0,1,1,112.97,2024-12-08 05:00:00,295,0,0,0,0,0.06214889908227815,Low,
200,202,1,6,18,0,6,0.0,123,3,0,1,0,2,3,786.53,2024-11-23 08:00:00,299,0,0,0,0,0.10547428621134249,Low,
345,213,1,6,7,0,10,0.0,33,4,2,1,-330,2,2,750.96,2025-04-04 16:00:00,82,0,0,0,0,0.07077950724951974,Low,
131,225,1,9,5,0,16,0.0,32,2,3,2,480,0,0,1270.99,2024-06-24 16:00:00,71,0,0,0,0,0.07162484064490386,Low,
170,236,1,8,9,0,7,0.0,163,3,1,1,0,1,0,448.02,2025-03-27 18:00:00,439,0,0,0,0,0.10028011269321911,Low,
98,247,0,3,6,5,9,1.37,10,3,2,1,0,1,3,687.69,2024-02-04 19:00:00,0,0,1,0,1,0.10759064091657074,Low,
311,258,0,7,6,5,7,0.88,191,4,0,0,0,2,5,1944.4,2025-04-06 08:00:00,0,0,0,0,0,0.10374984002675278,Low,
437,269,1,4,14,0,15,0.0,26,3,0,0,480,0,1,407.42,2024-06-27 04:00:00,80,0,0,0,0,0.06450175473401226,Low,
335,280,1,6,9,0,17,0.0,80,4,2,2,60,1,2,34.54,2024-06-02 12:00:00,218,0,0,0,0,0.047573114693068234,Low,
64,291,0,6,4,10,2,1.43,247,1,3,2,480,1,2,336.92,2024-06-15 04:00:00,0,0,0,0,0,0.13510879268591236,Low,
46,302,0,5,4,7,6,0.61,102,4,2,1,60,2,2,771.12,2024-02-24 03:00:00,0,0,0,0,0,0.0825039240192279,Low,
225,313,0,8,3,15,10,0.51,48,2,1,1,0,1,0,2958.89,2024-12-29 07:00:00,0,0,0,0,0,0.09512342573203916,Low,
461,324,1,9,8,0,11,0.0,105,2,2,2,480,0,5,1989.33,2024-03-18 07:00:00,286,0,0,0,0,0.09416736980000975,Low,
273,336,0,1,7,10,4,2.0,37,4,1,2,480,2,2,1517.69,2025-01-27 00:00:00,0,0,0,0,0,0.11978810129023523,Low,
253,347,0,1,6,10,3,1.13,29,1,0,0,480,0,4,628.69,2024-08-08 06:00:00,0,0,0,0,0,0.13397967040374345,Low,
478,358,0,0,5,7,7,1.76,513,1,1,1,0,2,1,1770.08,2024-09-09 22:00:00,0,0,0,0,1,0.5457863902535408,Medium,No click events
272,369,0,9,6,10,6,0.87,125,2,0,1,0,0,0,1293.95,2024-09-29 21:00:00,0,0,0,0,0,0.10838021458155364,Low,
33,380,1,9,14,0,20,0.0,93,1,0,0,60,2,3,1783.09,2024-05-03 15:00:00,221,0,0,0,0,0.05978703286266953,Low,
436,391,1,9,8,0,20,0.0,39,3,3,1,60,1,5,9801.72,2024-12-28 15:00:00,104,0,0,0,1,0.5427319716257845,Medium,No touch events on Mobile
41,402,0,5,9,8,6,1.29,10,0,1,0,480,0,3,2411.05,2025-05-03 16:00:00,0,0,1,0,1,0.13579453399566932,Low,
414,413,0,6,1,15,1,0.88,10,3,1,0,330,0,2,915.48,2024-02-01 19:00:00,0,0,1,0,1,0.11755554676247006,Low,
459,424,1,6,15,0,15,0.0,72,2,0,2,-330,0,2,4924.82,2024-11-22 15:00:00,187,0,0,0,0,0.0559895777923491,Low,
44,435,1,6,14,0,16,0.0,129,1,1,2,0,0,5,337.14,2024-03-10 11:00:00,314,0,0,0,0,0.0613270982650724,Low,
443,447,1,7,16,0,13,0.0,69,4,2,2,-330,0,1,1507.16,2024-12-28 12:00:00,196,0,0,0,0,0.0527580345348587,Low,
479,458,1,10,9,0,15,0.0,165,0,3,2,-330,2,4,598.39,2024-08-16 07:00:00,415,0,0,0,0,0.06295925316824824,Low,
325,469,0,5,8,5,4,0.09,10,4,2,0,-330,0,3,160.28,2024-08-10 06:00:00,0,0,1,0,1,0.06038440486415076,Low,
71,480,0,2,8,14,8,0.6,41,2,3,2,60,2,0,5599.9,2024-03-23 13:00:00,0,0,0,0,0,0.2937124773567403,Low,
355,491,1,6,15,0,14,0.0,24,1,0,1,0,1,0,1026.69,2024-12-23 13:00:00,57,0,0,0,0,0.055515285167293815,Low,
210,502,1,7,9,0,12,0.0,53,4,3,2,330,0,0,811.49,2024-10-06 22:00:00,138,0,0,0,0,0.06815421946131146,Low,
310,513,1,6,12,0,17,0.0,10,4,0,1,330,0,1,238.78,2025-02-15 20:00:00,21,0,1,0,1,0.06329995720222453,Low,
180,524,1,5,10,0,21,0.0,277,0,0,1,330,1,2,2290.58,2024-12-05 04:00:00,728,0,0,0,0,0.08028497490272324,Low,
433,535,0,2,7,9,2,0.02,22,0,1,0,480,2,4,374.1,2024-11-23 04:00:00,0,0,0,0,0,0.1068145716779057,Low,
147,546,0,3,4,1,3,0.89,229,1,3,0,0,1,3,860.46,2024-12-19 02:00:00,0,0,0,0,0,0.08851322728428762,Low,
335,558,0,2,5,11,6,1.95,49,0,0,2,60,2,3,952.31,2024-04-20 04:00:00,0,0,0,0,0,0.06833262094870003,Low,
190,569,1,30,7,0,9,0.0,381,4,0,2,60,2,2,17383.91734418532,2025-03-24 03:00:00,1245,1,1,1,1,1.0,High,Large transaction at odd hour; Very high click events; Extremely large transaction
40,580,0,2,6,8,5,0.59,72,4,0,1,480,0,4,2280.01,2025-03-31 07:00:00,0,0,0,0,0,0.083363782901033,Low,
114,591,0,6,5,7,1,0.56,240,2,3,2,60,2,4,2538.17,2024-12-17 08:00:00,0,0,0,0,0,0.07457127380809786,Low,
254,602,0,6,5,6,8,1.1,10,4,1,1,0,1,1,4824.61,2025-01-23 03:00:00,0,0,1,0,1,0.11775307706000246,Low,
187,613,1,7,14,0,21,0.0,124,1,3,0,480,0,3,1043.57,2024-09-06 03:00:00,321,0,0,0,0,0.07439503504716566,Low,
354,624,1,5,9,0,13,0.0,210,3,2,1,330,2,0,757.36,2024-07-17 05:00:00,504,0,0,0,0,0.05938346399176156,Low,
246,635,1,6,6,0,13,0.0,13,2,0,2,-330,2,2,667.51,2025-02-09 18:00:00,35,0,0,0,0,0.06845198159329907,Low,
412,646,1,7,16,0,12,0.0,10,2,0,1,330,2,2,4279.7,2025-04-27 05:00:00,23,0,1,0,1,0.08680453380480546,Low,
342,657,1,5,9,0,11,0.0,49,1,3,0,-330,1,2,2133.67,2025-04-23 09:00:00,150,0,0,0,0,0.06311670397853045,Low,
458,669,1,8,11,0,16,0.0,244,1,3,1,0,0,5,1085.75,2024-04-26 15:00:00,598,0,0,0,0,0.09796300509203862,Low,
130,680,1,7,16,0,13,0.0,70,0,3,2,0,0,1,1932.37,2024-09-02 07:00:00,195,0,0,0,0,0.0510073577012129,Low,
215,691,0,3,2,7,5,1.44,67,2,0,0,0,1,4,872.78,2025-06-01 04:00:00,0,1,0,1,0,0.14933484105171524,Low,
498,702,1,7,13,0,16,0.0,13,0,3,0,60,1,0,2208.33,2024-04-05 02:00:00,28,0,0,0,0,0.07805153184094307,Low,
81,713,1,7,19,0,17,0.0,10,4,0,2,0,0,1,3973.16,2024-06-23 15:00:00,26,0,1,0,1,0.12886260464458757,Low,
289,724,0,5,11,6,0,0.96,149,2,3,2,480,2,2,363.75,2024-02-13 11:00:00,0,0,0,0,0,0.08948370601090265,Low,
128,735,0,3,4,14,6,1.19,10,2,1,2,60,1,1,690.18,2025-05-09 07:00:00,0,0,1,0,1,0.08350506391703727,Low,
417,746,0,5,6,11,2,1.13,90,3,3,2,60,2,0,1570.56,2024-03-01 21:00:00,0,0,0,0,0,0.052358927644718445,Low,
268,757,0,3,6,5,10,1.17,221,2,3,1,60,2,3,1103.12,2024-10-16 02:00:00,0,0,0,0,0,0.06302766353863394,Low,
388,768,0,8,3,5,7,1.46,21,4,3,0,60,0,5,997.48,2024-12-27 05:00:00,0,0,0,0,0,0.043214218842715375,Low,
142,780,0,7,6,8,9,1.67,98,0,3,1,330,2,5,2731.71,2024-01-05 22:00:00,0,0,0,0,0,0.06983597244333485,Low,
3,791,1,5,13,0,14,0.0,10,0,1,1,0,1,2,2078.33,2025-03-13 07:00:00,31,0,1,0,1,0.19365809058414749,Low,
369,802,1,11,13,0,14,0.0,83,3,0,2,330,0,5,1115.37,2024-07-20 02:00:00,179,0,0,0,0,0.05801845511860007,Low,
403,813,1,7,18,0,17,0.0,16,4,2,2,480,2,5,423.15,2024-03-18 11:00:00,40,0,0,0,0,0.0772096363142039,Low,
36,824,1,11,22,0,15,0.0,119,0,3,1,480,0,5,2242.78,2025-02-11 21:00:00,299,0,0,0,0,0.11314829143758935,Low,
175,835,1,10,19,0,21,0.0,32,1,2,1,330,2,4,865.17,2025-03-27 19:00:00,86,0,0,0,0,0.07244180398725866,Low,
334,846,0,2,8,8,3,1.01,56,4,0,2,480,1,3,3804.78,2024-05-13 14:00:00,0,0,0,0,0,0.09691688127747959,Low,
132,857,0,2,10,8,7,1.31,82,4,2,0,330,1,4,4.44,2025-02-20 12:00:00,0,0,0,0,0,0.10765507016450304,Low,
173,868,0,1,6,9,4,0.84,16,3,1,1,60,0,5,1259.35,2024-06-25 23:00:00,0,0,0,0,0,0.09304475839942869,Low,
331,879,1,12,8,0,13,0.0,121,0,3,0,60,1,4,1434.94,2024-04-13 17:00:00,295,0,0,0,0,0.04807358491302298,Low,
288,891,0,2,6,4,5,0.9,32,4,1,0,-330,1,3,222.09,2025-04-22 15:00:00,0,0,0,0,0,0.1111571352926167,Low,
204,902,0,5,4,6,5,1.74,97,0,3,0,60,1,2,1058.92,2024-07-01 19:00:00,0,0,0,0,0,0.06443909392836689,Low,
326,913,1,0,9,0,16,0.0,15,1,1,1,330,0,5,6363.03174051612,2025-02-24 03:00:00,38,1,0,1,1,0.9277787791405033,High,No click events; No touch events on Mobile
120,924,0,4,9,13,7,1.22,104,3,3,0,480,0,0,765.78,2025-06-29 05:00:00,0,0,0,0,0,0.06154013987136647,Low,
46,935,1,11,14,0,14,0.0,12,1,1,2,330,0,1,1694.65,2025-06-06 16:00:00,28,0,0,0,0,0.05738007633988738,Low,
